name, x_position, z_position, rotation_angle, robot_height
img_643_x20.00_z25.00_angle135.00_robot_height300.00.png,20,25,135,300
img_1381_x30.00_z60.00_angle315.00_robot_height250.00.png,30,60,315,250
img_312_x5.00_z125.00_angle315.00_robot_height350.00.png,5,125,315,350
img_352_x5.00_z150.00_angle135.00_robot_height350.00.png,5,150,135,350
img_549_x1.00_z15.00_angle90.00_robot_height300.00.png,1,15,90,300
img_1503_x30.00_z95.00_angle180.00_robot_height250.00.png,30,95,180,250
img_1481_x1.00_z95.00_angle90.00_robot_height250.00.png,1,95,90,250
img_1390_x25.00_z78.00_angle0.00_robot_height250.00.png,25,78,0,250
img_1816_x45.00_z65.00_angle315.00_robot_height275.00.png,45,65,315,275
img_307_x30.00_z125.00_angle270.00_robot_height350.00.png,30,125,270,350
img_288_x35.00_z125.00_angle180.00_robot_height350.00.png,35,125,180,350
img_695_x30.00_z50.00_angle0.00_robot_height300.00.png,30,50,0,300
img_1248_x15.00_z30.00_angle90.00_robot_height250.00.png,15,30,90,250
img_631_x10.00_z25.00_angle90.00_robot_height300.00.png,10,25,90,300
img_2121_x1.00_z45.00_angle0.00_robot_height325.00.png,1,45,0,325
img_2010_x5.00_z125.00_angle180.00_robot_height275.00.png,5,125,180,275
img_1089_x20.00_z0.00_angle90.00_robot_height250.00.png,20,0,90,250
img_1836_x45.00_z85.00_angle45.00_robot_height275.00.png,45,85,45,275
img_2111_x1.00_z15.00_angle315.00_robot_height325.00.png,1,15,315,325
img_1847_x1.00_z85.00_angle135.00_robot_height275.00.png,1,85,135,275
img_2220_x45.00_z70.00_angle45.00_robot_height325.00.png,45,70,45,325
img_1763_x30.00_z65.00_angle90.00_robot_height275.00.png,30,65,90,275
img_1376_x5.00_z60.00_angle315.00_robot_height250.00.png,5,60,315,250
img_1526_x25.00_z95.00_angle315.00_robot_height250.00.png,25,95,315,250
img_1002_x15.00_z140.00_angle45.00_robot_height300.00.png,15,140,45,300
img_1449_x20.00_z78.00_angle270.00_robot_height250.00.png,20,78,270,250
img_1588_x5.00_z10.00_angle45.00_robot_height275.00.png,5,10,45,275
img_14_x15.00_z25.00_angle45.00_robot_height350.00.png,15,25,45,350
img_2087_x30.00_z15.00_angle180.00_robot_height325.00.png,30,15,180,325
img_809_x1.00_z75.00_angle180.00_robot_height300.00.png,1,75,180,300
img_1562_x15.00_z115.00_angle225.00_robot_height250.00.png,15,115,225,250
img_515_x5.00_z215.00_angle135.00_robot_height350.00.png,5,215,135,350
img_410_x10.00_z175.00_angle45.00_robot_height350.00.png,10,175,45,350
img_1057_x5.00_z160.00_angle225.00_robot_height300.00.png,5,160,225,300
img_314_x15.00_z125.00_angle315.00_robot_height350.00.png,15,125,315,350
img_2295_x20.00_z100.00_angle45.00_robot_height325.00.png,20,100,45,325
img_2194_x15.00_z45.00_angle315.00_robot_height325.00.png,15,45,315,325
img_874_x25.00_z95.00_angle90.00_robot_height300.00.png,25,95,90,300
img_1633_x30.00_z10.00_angle225.00_robot_height275.00.png,30,10,225,275
img_1100_x25.00_z0.00_angle135.00_robot_height250.00.png,25,0,135,250
img_383_x10.00_z150.00_angle270.00_robot_height350.00.png,10,150,270,350
img_2219_x40.00_z70.00_angle45.00_robot_height325.00.png,40,70,45,325
img_1802_x25.00_z65.00_angle270.00_robot_height275.00.png,25,65,270,275
img_875_x30.00_z95.00_angle90.00_robot_height300.00.png,30,95,90,300
img_1331_x30.00_z60.00_angle90.00_robot_height250.00.png,30,60,90,250
img_1693_x30.00_z40.00_angle135.00_robot_height275.00.png,30,40,135,275
img_860_x5.00_z95.00_angle45.00_robot_height300.00.png,5,95,45,300
img_2515_x10.00_z170.00_angle0.00_robot_height325.00.png,10,170,0,325
img_840_x5.00_z75.00_angle315.00_robot_height300.00.png,5,75,315,300
img_264_x15.00_z125.00_angle90.00_robot_height350.00.png,15,125,90,350
img_1739_x10.00_z65.00_angle0.00_robot_height275.00.png,10,65,0,275
img_2329_x40.00_z100.00_angle180.00_robot_height325.00.png,40,100,180,325
img_2116_x25.00_z15.00_angle315.00_robot_height325.00.png,25,15,315,325
img_416_x5.00_z175.00_angle90.00_robot_height350.00.png,5,175,90,350
img_223_x10.00_z95.00_angle270.00_robot_height350.00.png,10,95,270,350
img_359_x40.00_z150.00_angle135.00_robot_height350.00.png,40,150,135,350
img_2344_x15.00_z100.00_angle270.00_robot_height325.00.png,15,100,270,325
img_1019_x10.00_z140.00_angle180.00_robot_height300.00.png,10,140,180,300
img_9_x40.00_z25.00_angle0.00_robot_height350.00.png,40,25,0,350
img_2302_x5.00_z100.00_angle90.00_robot_height325.00.png,5,100,90,325
img_317_x30.00_z125.00_angle315.00_robot_height350.00.png,30,125,315,350
img_1944_x35.00_z105.00_angle180.00_robot_height275.00.png,35,105,180,275
img_305_x20.00_z125.00_angle270.00_robot_height350.00.png,20,125,270,350
img_428_x30.00_z175.00_angle135.00_robot_height350.00.png,30,175,135,350
img_1033_x20.00_z140.00_angle270.00_robot_height300.00.png,20,140,270,300
img_106_x25.00_z60.00_angle90.00_robot_height350.00.png,25,60,90,350
img_1651_x20.00_z10.00_angle315.00_robot_height275.00.png,20,10,315,275
img_122_x5.00_z60.00_angle180.00_robot_height350.00.png,5,60,180,350
img_1232_x35.00_z30.00_angle0.00_robot_height250.00.png,35,30,0,250
img_2469_x5.00_z148.00_angle135.00_robot_height325.00.png,5,148,135,325
img_2486_x1.00_z148.00_angle225.00_robot_height325.00.png,1,148,225,325
img_1350_x25.00_z60.00_angle180.00_robot_height250.00.png,25,60,180,250
img_1464_x45.00_z78.00_angle315.00_robot_height250.00.png,45,78,315,250
img_1968_x5.00_z105.00_angle315.00_robot_height275.00.png,5,105,315,275
img_1365_x1.00_z60.00_angle270.00_robot_height250.00.png,1,60,270,250
img_116_x25.00_z60.00_angle135.00_robot_height350.00.png,25,60,135,350
img_1088_x15.00_z0.00_angle90.00_robot_height250.00.png,15,0,90,250
img_745_x30.00_z50.00_angle225.00_robot_height300.00.png,30,50,225,300
img_1625_x40.00_z10.00_angle180.00_robot_height275.00.png,40,10,180,275
img_1729_x10.00_z40.00_angle315.00_robot_height275.00.png,10,40,315,275
img_2430_x45.00_z125.00_angle270.00_robot_height325.00.png,45,125,270,325
img_1613_x30.00_z10.00_angle135.00_robot_height275.00.png,30,10,135,275
img_2556_x5.00_z170.00_angle270.00_robot_height325.00.png,5,170,270,325
img_1489_x1.00_z95.00_angle135.00_robot_height250.00.png,1,95,135,250
img_673_x20.00_z25.00_angle270.00_robot_height300.00.png,20,25,270,300
img_2424_x15.00_z125.00_angle270.00_robot_height325.00.png,15,125,270,325
img_1111_x30.00_z0.00_angle180.00_robot_height250.00.png,30,0,180,250
img_1819_x10.00_z85.00_angle0.00_robot_height275.00.png,10,85,0,275
img_310_x45.00_z125.00_angle270.00_robot_height350.00.png,45,125,270,350
img_592_x15.00_z15.00_angle270.00_robot_height300.00.png,15,15,270,300
img_463_x1.00_z200.00_angle45.00_robot_height350.00.png,1,200,45,350
img_1092_x35.00_z0.00_angle90.00_robot_height250.00.png,35,0,90,250
img_46_x25.00_z25.00_angle180.00_robot_height350.00.png,25,25,180,350
img_889_x1.00_z95.00_angle180.00_robot_height300.00.png,1,95,180,300
img_1565_x1.00_z115.00_angle270.00_robot_height250.00.png,1,115,270,250
img_2471_x15.00_z148.00_angle135.00_robot_height325.00.png,15,148,135,325
img_553_x20.00_z15.00_angle90.00_robot_height300.00.png,20,15,90,300
img_88_x35.00_z60.00_angle0.00_robot_height350.00.png,35,60,0,350
img_691_x10.00_z50.00_angle0.00_robot_height300.00.png,10,50,0,300
img_1873_x30.00_z85.00_angle225.00_robot_height275.00.png,30,85,225,275
img_1551_x20.00_z115.00_angle135.00_robot_height250.00.png,20,115,135,250
img_2510_x30.00_z148.00_angle315.00_robot_height325.00.png,30,148,315,325
img_1794_x35.00_z65.00_angle225.00_robot_height275.00.png,35,65,225,275
img_1287_x10.00_z30.00_angle270.00_robot_height250.00.png,10,30,270,250
img_801_x10.00_z75.00_angle135.00_robot_height300.00.png,10,75,135,300
img_2145_x20.00_z45.00_angle90.00_robot_height325.00.png,20,45,90,325
img_301_x1.00_z125.00_angle270.00_robot_height350.00.png,1,125,270,350
img_1174_x45.00_z10.00_angle90.00_robot_height250.00.png,45,10,90,250
img_544_x25.00_z15.00_angle45.00_robot_height300.00.png,25,15,45,300
img_1952_x25.00_z105.00_angle225.00_robot_height275.00.png,25,105,225,275
img_2507_x15.00_z148.00_angle315.00_robot_height325.00.png,15,148,315,325
img_495_x10.00_z200.00_angle270.00_robot_height350.00.png,10,200,270,350
img_366_x25.00_z150.00_angle180.00_robot_height350.00.png,25,150,180,350
img_2350_x45.00_z100.00_angle270.00_robot_height325.00.png,45,100,270,325
img_1721_x20.00_z40.00_angle270.00_robot_height275.00.png,20,40,270,275
img_274_x15.00_z125.00_angle135.00_robot_height350.00.png,15,125,135,350
img_789_x1.00_z75.00_angle90.00_robot_height300.00.png,1,75,90,300
img_72_x5.00_z25.00_angle315.00_robot_height350.00.png,5,25,315,350
img_1378_x15.00_z60.00_angle315.00_robot_height250.00.png,15,60,315,250
img_2009_x1.00_z125.00_angle180.00_robot_height275.00.png,1,125,180,275
img_64_x15.00_z25.00_angle270.00_robot_height350.00.png,15,25,270,350
img_395_x20.00_z150.00_angle315.00_robot_height350.00.png,20,150,315,350
img_2535_x5.00_z170.00_angle135.00_robot_height325.00.png,5,170,135,325
img_344_x15.00_z150.00_angle90.00_robot_height350.00.png,15,150,90,350
img_2041_x1.00_z145.00_angle0.00_robot_height275.00.png,1,145,0,275
img_1831_x20.00_z85.00_angle45.00_robot_height275.00.png,20,85,45,275
img_501_x10.00_z200.00_angle315.00_robot_height350.00.png,10,200,315,350
img_1892_x25.00_z85.00_angle315.00_robot_height275.00.png,25,85,315,275
img_1457_x10.00_z78.00_angle315.00_robot_height250.00.png,10,78,315,250
img_2582_x5.00_z188.00_angle135.00_robot_height325.00.png,5,188,135,325
img_1740_x15.00_z65.00_angle0.00_robot_height275.00.png,15,65,0,275
img_678_x45.00_z25.00_angle270.00_robot_height300.00.png,45,25,270,300
img_1135_x1.00_z0.00_angle315.00_robot_height250.00.png,1,0,315,250
img_2041_x1.00_z15.00_angle0.00_robot_height325.00.png,1,15,0,325
img_2187_x30.00_z45.00_angle270.00_robot_height325.00.png,30,45,270,325
img_1690_x15.00_z40.00_angle135.00_robot_height275.00.png,15,40,135,275
img_1905_x40.00_z105.00_angle0.00_robot_height275.00.png,40,105,0,275
img_273_x10.00_z125.00_angle135.00_robot_height350.00.png,10,125,135,350
img_1338_x15.00_z60.00_angle135.00_robot_height250.00.png,15,60,135,250
img_206_x25.00_z95.00_angle180.00_robot_height350.00.png,25,95,180,350
img_734_x25.00_z50.00_angle180.00_robot_height300.00.png,25,50,180,300
img_153_x10.00_z60.00_angle315.00_robot_height350.00.png,10,60,315,350
img_1560_x5.00_z115.00_angle225.00_robot_height250.00.png,5,115,225,250
img_558_x45.00_z15.00_angle90.00_robot_height300.00.png,45,15,90,300
img_2178_x35.00_z45.00_angle225.00_robot_height325.00.png,35,45,225,325
img_1764_x35.00_z65.00_angle90.00_robot_height275.00.png,35,65,90,275
img_378_x35.00_z150.00_angle225.00_robot_height350.00.png,35,150,225,350
img_2086_x25.00_z15.00_angle180.00_robot_height325.00.png,25,15,180,325
img_536_x35.00_z15.00_angle0.00_robot_height300.00.png,35,15,0,300
img_1476_x15.00_z95.00_angle45.00_robot_height250.00.png,15,95,45,250
img_1388_x15.00_z78.00_angle0.00_robot_height250.00.png,15,78,0,250
img_2322_x5.00_z100.00_angle180.00_robot_height325.00.png,5,100,180,325
img_1118_x15.00_z0.00_angle225.00_robot_height250.00.png,15,0,225,250
img_1015_x20.00_z140.00_angle135.00_robot_height300.00.png,20,140,135,300
img_199_x40.00_z95.00_angle135.00_robot_height350.00.png,40,95,135,350
img_562_x15.00_z15.00_angle135.00_robot_height300.00.png,15,15,135,300
img_686_x35.00_z25.00_angle315.00_robot_height300.00.png,35,25,315,300
img_1755_x40.00_z65.00_angle45.00_robot_height275.00.png,40,65,45,275
img_591_x10.00_z15.00_angle270.00_robot_height300.00.png,10,15,270,300
img_520_x1.00_z215.00_angle225.00_robot_height350.00.png,1,215,225,350
img_309_x40.00_z125.00_angle270.00_robot_height350.00.png,40,125,270,350
img_605_x30.00_z15.00_angle315.00_robot_height300.00.png,30,15,315,300
img_2241_x1.00_z70.00_angle180.00_robot_height325.00.png,1,70,180,325
img_1573_x10.00_z115.00_angle315.00_robot_height250.00.png,10,115,315,250
img_430_x5.00_z175.00_angle180.00_robot_height350.00.png,5,175,180,350
img_60_x45.00_z25.00_angle225.00_robot_height350.00.png,45,25,225,350
img_584_x25.00_z15.00_angle225.00_robot_height300.00.png,25,15,225,300
img_539_x1.00_z15.00_angle45.00_robot_height300.00.png,1,15,45,300
img_208_x35.00_z95.00_angle180.00_robot_height350.00.png,35,95,180,350
img_492_x25.00_z200.00_angle225.00_robot_height350.00.png,25,200,225,350
img_271_x1.00_z125.00_angle135.00_robot_height350.00.png,1,125,135,350
img_786_x35.00_z75.00_angle45.00_robot_height300.00.png,35,75,45,300
img_1062_x1.00_z160.00_angle315.00_robot_height300.00.png,1,160,315,300
img_2550_x10.00_z170.00_angle225.00_robot_height325.00.png,10,170,225,325
img_793_x20.00_z75.00_angle90.00_robot_height300.00.png,20,75,90,300
img_832_x15.00_z75.00_angle270.00_robot_height300.00.png,15,75,270,300
img_163_x10.00_z95.00_angle0.00_robot_height350.00.png,10,95,0,350
img_1862_x25.00_z85.00_angle180.00_robot_height275.00.png,25,85,180,275
img_1451_x30.00_z78.00_angle270.00_robot_height250.00.png,30,78,270,250
img_527_x5.00_z215.00_angle315.00_robot_height350.00.png,5,215,315,350
img_1353_x40.00_z60.00_angle180.00_robot_height250.00.png,40,60,180,250
img_892_x15.00_z95.00_angle180.00_robot_height300.00.png,15,95,180,300
img_1038_x15.00_z140.00_angle315.00_robot_height300.00.png,15,140,315,300
img_257_x30.00_z125.00_angle45.00_robot_height350.00.png,30,125,45,350
img_507_x10.00_z215.00_angle0.00_robot_height350.00.png,10,215,0,350
img_387_x30.00_z150.00_angle270.00_robot_height350.00.png,30,150,270,350
img_2456_x30.00_z148.00_angle45.00_robot_height325.00.png,30,148,45,325
img_953_x1.00_z120.00_angle135.00_robot_height300.00.png,1,120,135,300
img_2318_x35.00_z100.00_angle135.00_robot_height325.00.png,35,100,135,325
img_2251_x1.00_z70.00_angle225.00_robot_height325.00.png,1,70,225,325
img_84_x15.00_z60.00_angle0.00_robot_height350.00.png,15,60,0,350
img_1362_x35.00_z60.00_angle225.00_robot_height250.00.png,35,60,225,250
img_2326_x25.00_z100.00_angle180.00_robot_height325.00.png,25,100,180,325
img_1272_x35.00_z30.00_angle180.00_robot_height250.00.png,35,30,180,250
img_1856_x45.00_z85.00_angle135.00_robot_height275.00.png,45,85,135,275
img_21_x1.00_z25.00_angle90.00_robot_height350.00.png,1,25,90,350
img_1069_x20.00_z0.00_angle0.00_robot_height250.00.png,20,0,0,250
img_1514_x5.00_z95.00_angle270.00_robot_height250.00.png,5,95,270,250
img_2356_x25.00_z100.00_angle315.00_robot_height325.00.png,25,100,315,325
img_974_x25.00_z120.00_angle225.00_robot_height300.00.png,25,120,225,300
img_884_x25.00_z95.00_angle135.00_robot_height300.00.png,25,95,135,300
img_1627_x1.00_z10.00_angle225.00_robot_height275.00.png,1,10,225,275
img_1941_x20.00_z105.00_angle180.00_robot_height275.00.png,20,105,180,275
img_887_x40.00_z95.00_angle135.00_robot_height300.00.png,40,95,135,300
img_2205_x20.00_z70.00_angle0.00_robot_height325.00.png,20,70,0,325
img_2143_x10.00_z45.00_angle90.00_robot_height325.00.png,10,45,90,325
img_2208_x35.00_z70.00_angle0.00_robot_height325.00.png,35,70,0,325
img_1552_x25.00_z115.00_angle135.00_robot_height250.00.png,25,115,135,250
img_2292_x5.00_z100.00_angle45.00_robot_height325.00.png,5,100,45,325
img_459_x10.00_z200.00_angle0.00_robot_height350.00.png,10,200,0,350
img_1458_x15.00_z78.00_angle315.00_robot_height250.00.png,15,78,315,250
img_79_x40.00_z25.00_angle315.00_robot_height350.00.png,40,25,315,350
img_2573_x1.00_z188.00_angle45.00_robot_height325.00.png,1,188,45,325
img_907_x40.00_z95.00_angle225.00_robot_height300.00.png,40,95,225,300
img_1208_x15.00_z10.00_angle270.00_robot_height250.00.png,15,10,270,250
img_1840_x15.00_z85.00_angle90.00_robot_height275.00.png,15,85,90,275
img_2335_x20.00_z100.00_angle225.00_robot_height325.00.png,20,100,225,325
img_381_x1.00_z150.00_angle270.00_robot_height350.00.png,1,150,270,350
img_1777_x1.00_z65.00_angle180.00_robot_height275.00.png,1,65,180,275
img_1515_x10.00_z95.00_angle270.00_robot_height250.00.png,10,95,270,250
img_716_x35.00_z50.00_angle90.00_robot_height300.00.png,35,50,90,300
img_1477_x20.00_z95.00_angle45.00_robot_height250.00.png,20,95,45,250
img_687_x40.00_z25.00_angle315.00_robot_height300.00.png,40,25,315,300
img_2218_x35.00_z70.00_angle45.00_robot_height325.00.png,35,70,45,325
img_306_x25.00_z125.00_angle270.00_robot_height350.00.png,25,125,270,350
img_210_x45.00_z95.00_angle180.00_robot_height350.00.png,45,95,180,350
img_1851_x20.00_z85.00_angle135.00_robot_height275.00.png,20,85,135,275
img_2578_x5.00_z188.00_angle90.00_robot_height325.00.png,5,188,90,325
img_1186_x5.00_z10.00_angle180.00_robot_height250.00.png,5,10,180,250
img_886_x35.00_z95.00_angle135.00_robot_height300.00.png,35,95,135,300
img_1262_x35.00_z30.00_angle135.00_robot_height250.00.png,35,30,135,250
img_2214_x15.00_z70.00_angle45.00_robot_height325.00.png,15,70,45,325
img_1603_x30.00_z10.00_angle90.00_robot_height275.00.png,30,10,90,275
img_1392_x35.00_z78.00_angle0.00_robot_height250.00.png,35,78,0,250
img_192_x5.00_z95.00_angle135.00_robot_height350.00.png,5,95,135,350
img_1702_x25.00_z40.00_angle180.00_robot_height275.00.png,25,40,180,275
img_484_x15.00_z200.00_angle180.00_robot_height350.00.png,15,200,180,350
img_916_x35.00_z95.00_angle270.00_robot_height300.00.png,35,95,270,300
img_278_x35.00_z125.00_angle135.00_robot_height350.00.png,35,125,135,350
img_989_x20.00_z120.00_angle315.00_robot_height300.00.png,20,120,315,300
img_1126_x5.00_z0.00_angle270.00_robot_height250.00.png,5,0,270,250
img_2059_x40.00_z15.00_angle45.00_robot_height325.00.png,40,15,45,325
img_572_x15.00_z15.00_angle180.00_robot_height300.00.png,15,15,180,300
img_994_x5.00_z140.00_angle0.00_robot_height300.00.png,5,140,0,300
img_586_x35.00_z15.00_angle225.00_robot_height300.00.png,35,15,225,300
img_1214_x45.00_z10.00_angle270.00_robot_height250.00.png,45,10,270,250
img_2594_x5.00_z188.00_angle270.00_robot_height325.00.png,5,188,270,325
img_1566_x5.00_z115.00_angle270.00_robot_height250.00.png,5,115,270,250
img_675_x30.00_z25.00_angle270.00_robot_height300.00.png,30,25,270,300
img_1371_x30.00_z60.00_angle270.00_robot_height250.00.png,30,60,270,250
img_856_x35.00_z95.00_angle0.00_robot_height300.00.png,35,95,0,300
img_448_x25.00_z175.00_angle270.00_robot_height350.00.png,25,175,270,350
img_1101_x30.00_z0.00_angle135.00_robot_height250.00.png,30,0,135,250
img_1286_x5.00_z30.00_angle270.00_robot_height250.00.png,5,30,270,250
img_1911_x20.00_z105.00_angle45.00_robot_height275.00.png,20,105,45,275
img_2315_x20.00_z100.00_angle135.00_robot_height325.00.png,20,100,135,325
img_1883_x30.00_z85.00_angle270.00_robot_height275.00.png,30,85,270,275
img_295_x20.00_z125.00_angle225.00_robot_height350.00.png,20,125,225,350
img_589_x1.00_z15.00_angle270.00_robot_height300.00.png,1,15,270,300
img_1104_x45.00_z0.00_angle135.00_robot_height250.00.png,45,0,135,250
img_2455_x25.00_z148.00_angle45.00_robot_height325.00.png,25,148,45,325
img_1106_x5.00_z0.00_angle180.00_robot_height250.00.png,5,0,180,250
img_2013_x20.00_z125.00_angle180.00_robot_height275.00.png,20,125,180,275
img_426_x20.00_z175.00_angle135.00_robot_height350.00.png,20,175,135,350
img_535_x30.00_z15.00_angle0.00_robot_height300.00.png,30,15,0,300
img_1055_x10.00_z160.00_angle180.00_robot_height300.00.png,10,160,180,300
img_1437_x10.00_z78.00_angle225.00_robot_height250.00.png,10,78,225,250
img_2260_x45.00_z70.00_angle225.00_robot_height325.00.png,45,70,225,325
img_1274_x45.00_z30.00_angle180.00_robot_height250.00.png,45,30,180,250
img_1942_x25.00_z105.00_angle180.00_robot_height275.00.png,25,105,180,275
img_1967_x1.00_z105.00_angle315.00_robot_height275.00.png,1,105,315,275
img_1406_x5.00_z78.00_angle90.00_robot_height250.00.png,5,78,90,250
img_1654_x35.00_z10.00_angle315.00_robot_height275.00.png,35,10,315,275
img_2301_x1.00_z100.00_angle90.00_robot_height325.00.png,1,100,90,325
img_1567_x10.00_z115.00_angle270.00_robot_height250.00.png,10,115,270,250
img_557_x40.00_z15.00_angle90.00_robot_height300.00.png,40,15,90,300
img_1579_x10.00_z10.00_angle0.00_robot_height275.00.png,10,10,0,275
img_1147_x10.00_z10.00_angle0.00_robot_height250.00.png,10,10,0,250
img_2319_x40.00_z100.00_angle135.00_robot_height325.00.png,40,100,135,325
img_571_x10.00_z15.00_angle180.00_robot_height300.00.png,10,15,180,300
img_353_x10.00_z150.00_angle135.00_robot_height350.00.png,10,150,135,350
img_92_x5.00_z60.00_angle45.00_robot_height350.00.png,5,60,45,350
img_2192_x5.00_z45.00_angle315.00_robot_height325.00.png,5,45,315,325
img_1150_x25.00_z10.00_angle0.00_robot_height250.00.png,25,10,0,250
img_1134_x45.00_z0.00_angle270.00_robot_height250.00.png,45,0,270,250
img_1624_x35.00_z10.00_angle180.00_robot_height275.00.png,35,10,180,275
img_698_x45.00_z50.00_angle0.00_robot_height300.00.png,45,50,0,300
img_2366_x25.00_z125.00_angle0.00_robot_height325.00.png,25,125,0,325
img_349_x40.00_z150.00_angle90.00_robot_height350.00.png,40,150,90,350
img_1205_x1.00_z10.00_angle270.00_robot_height250.00.png,1,10,270,250
img_2053_x1.00_z145.00_angle135.00_robot_height275.00.png,1,145,135,275
img_1761_x20.00_z65.00_angle90.00_robot_height275.00.png,20,65,90,275
img_1495_x30.00_z95.00_angle135.00_robot_height250.00.png,30,95,135,250
img_1125_x1.00_z0.00_angle270.00_robot_height250.00.png,1,0,270,250
img_2466_x35.00_z148.00_angle90.00_robot_height325.00.png,35,148,90,325
img_2452_x10.00_z148.00_angle45.00_robot_height325.00.png,10,148,45,325
img_2153_x10.00_z45.00_angle135.00_robot_height325.00.png,10,45,135,325
img_454_x20.00_z175.00_angle315.00_robot_height350.00.png,20,175,315,350
img_914_x25.00_z95.00_angle270.00_robot_height300.00.png,25,95,270,300
img_2385_x20.00_z125.00_angle90.00_robot_height325.00.png,20,125,90,325
img_38_x35.00_z25.00_angle135.00_robot_height350.00.png,35,25,135,350
img_975_x30.00_z120.00_angle225.00_robot_height300.00.png,30,120,225,300
img_2185_x20.00_z45.00_angle270.00_robot_height325.00.png,20,45,270,325
img_2164_x15.00_z45.00_angle180.00_robot_height325.00.png,15,45,180,325
img_40_x45.00_z25.00_angle135.00_robot_height350.00.png,45,25,135,350
img_1773_x30.00_z65.00_angle135.00_robot_height275.00.png,30,65,135,275
img_170_x45.00_z95.00_angle0.00_robot_height350.00.png,45,95,0,350
img_1964_x35.00_z105.00_angle270.00_robot_height275.00.png,35,105,270,275
img_1197_x10.00_z10.00_angle225.00_robot_height250.00.png,10,10,225,250
img_1462_x35.00_z78.00_angle315.00_robot_height250.00.png,35,78,315,250
img_635_x30.00_z25.00_angle90.00_robot_height300.00.png,30,25,90,300
img_2019_x10.00_z125.00_angle225.00_robot_height275.00.png,10,125,225,275
img_580_x5.00_z15.00_angle225.00_robot_height300.00.png,5,15,225,300
img_2063_x10.00_z15.00_angle90.00_robot_height325.00.png,10,15,90,325
img_1591_x20.00_z10.00_angle45.00_robot_height275.00.png,20,10,45,275
img_893_x20.00_z95.00_angle180.00_robot_height300.00.png,20,95,180,300
img_1426_x5.00_z78.00_angle180.00_robot_height250.00.png,5,78,180,250
img_781_x10.00_z75.00_angle45.00_robot_height300.00.png,10,75,45,300
img_160_x45.00_z60.00_angle315.00_robot_height350.00.png,45,60,315,350
img_1193_x40.00_z10.00_angle180.00_robot_height250.00.png,40,10,180,250
img_1859_x10.00_z85.00_angle180.00_robot_height275.00.png,10,85,180,275
img_62_x5.00_z25.00_angle270.00_robot_height350.00.png,5,25,270,350
