name, x_position, z_position, rotation_angle, robot_height
img_57_x30.00_z25.00_angle225.00_robot_height350.00.png,30,25,225,350
img_58_x35.00_z25.00_angle225.00_robot_height350.00.png,35,25,225,350
img_59_x40.00_z25.00_angle225.00_robot_height350.00.png,40,25,225,350
img_60_x45.00_z25.00_angle225.00_robot_height350.00.png,45,25,225,350
img_61_x1.00_z25.00_angle270.00_robot_height350.00.png,1,25,270,350
img_62_x5.00_z25.00_angle270.00_robot_height350.00.png,5,25,270,350
img_63_x10.00_z25.00_angle270.00_robot_height350.00.png,10,25,270,350
img_64_x15.00_z25.00_angle270.00_robot_height350.00.png,15,25,270,350
img_65_x20.00_z25.00_angle270.00_robot_height350.00.png,20,25,270,350
img_66_x25.00_z25.00_angle270.00_robot_height350.00.png,25,25,270,350
img_67_x30.00_z25.00_angle270.00_robot_height350.00.png,30,25,270,350
img_68_x35.00_z25.00_angle270.00_robot_height350.00.png,35,25,270,350
img_69_x40.00_z25.00_angle270.00_robot_height350.00.png,40,25,270,350
img_70_x45.00_z25.00_angle270.00_robot_height350.00.png,45,25,270,350
img_71_x1.00_z25.00_angle315.00_robot_height350.00.png,1,25,315,350
img_72_x5.00_z25.00_angle315.00_robot_height350.00.png,5,25,315,350
img_73_x10.00_z25.00_angle315.00_robot_height350.00.png,10,25,315,350
img_74_x15.00_z25.00_angle315.00_robot_height350.00.png,15,25,315,350
img_75_x20.00_z25.00_angle315.00_robot_height350.00.png,20,25,315,350
img_76_x25.00_z25.00_angle315.00_robot_height350.00.png,25,25,315,350
img_77_x30.00_z25.00_angle315.00_robot_height350.00.png,30,25,315,350
img_78_x35.00_z25.00_angle315.00_robot_height350.00.png,35,25,315,350
img_79_x40.00_z25.00_angle315.00_robot_height350.00.png,40,25,315,350
img_80_x45.00_z25.00_angle315.00_robot_height350.00.png,45,25,315,350
img_82_x5.00_z60.00_angle0.00_robot_height350.00.png,5,60,0,350
img_83_x10.00_z60.00_angle0.00_robot_height350.00.png,10,60,0,350
img_84_x15.00_z60.00_angle0.00_robot_height350.00.png,15,60,0,350
img_85_x20.00_z60.00_angle0.00_robot_height350.00.png,20,60,0,350
img_86_x25.00_z60.00_angle0.00_robot_height350.00.png,25,60,0,350
img_87_x30.00_z60.00_angle0.00_robot_height350.00.png,30,60,0,350
img_88_x35.00_z60.00_angle0.00_robot_height350.00.png,35,60,0,350
img_89_x40.00_z60.00_angle0.00_robot_height350.00.png,40,60,0,350
img_90_x45.00_z60.00_angle0.00_robot_height350.00.png,45,60,0,350
img_91_x1.00_z60.00_angle45.00_robot_height350.00.png,1,60,45,350
img_92_x5.00_z60.00_angle45.00_robot_height350.00.png,5,60,45,350
img_93_x10.00_z60.00_angle45.00_robot_height350.00.png,10,60,45,350
img_94_x15.00_z60.00_angle45.00_robot_height350.00.png,15,60,45,350
img_95_x20.00_z60.00_angle45.00_robot_height350.00.png,20,60,45,350
img_96_x25.00_z60.00_angle45.00_robot_height350.00.png,25,60,45,350
img_97_x30.00_z60.00_angle45.00_robot_height350.00.png,30,60,45,350
img_98_x35.00_z60.00_angle45.00_robot_height350.00.png,35,60,45,350
img_99_x40.00_z60.00_angle45.00_robot_height350.00.png,40,60,45,350
img_100_x45.00_z60.00_angle45.00_robot_height350.00.png,45,60,45,350
img_101_x1.00_z60.00_angle90.00_robot_height350.00.png,1,60,90,350
img_102_x5.00_z60.00_angle90.00_robot_height350.00.png,5,60,90,350
img_103_x10.00_z60.00_angle90.00_robot_height350.00.png,10,60,90,350
img_104_x15.00_z60.00_angle90.00_robot_height350.00.png,15,60,90,350
img_105_x20.00_z60.00_angle90.00_robot_height350.00.png,20,60,90,350
img_106_x25.00_z60.00_angle90.00_robot_height350.00.png,25,60,90,350
img_107_x30.00_z60.00_angle90.00_robot_height350.00.png,30,60,90,350
img_108_x35.00_z60.00_angle90.00_robot_height350.00.png,35,60,90,350
img_109_x40.00_z60.00_angle90.00_robot_height350.00.png,40,60,90,350
img_110_x45.00_z60.00_angle90.00_robot_height350.00.png,45,60,90,350
img_111_x1.00_z60.00_angle135.00_robot_height350.00.png,1,60,135,350
img_112_x5.00_z60.00_angle135.00_robot_height350.00.png,5,60,135,350
img_113_x10.00_z60.00_angle135.00_robot_height350.00.png,10,60,135,350
img_114_x15.00_z60.00_angle135.00_robot_height350.00.png,15,60,135,350
img_115_x20.00_z60.00_angle135.00_robot_height350.00.png,20,60,135,350
img_116_x25.00_z60.00_angle135.00_robot_height350.00.png,25,60,135,350
img_117_x30.00_z60.00_angle135.00_robot_height350.00.png,30,60,135,350
img_118_x35.00_z60.00_angle135.00_robot_height350.00.png,35,60,135,350
img_119_x40.00_z60.00_angle135.00_robot_height350.00.png,40,60,135,350
img_120_x45.00_z60.00_angle135.00_robot_height350.00.png,45,60,135,350
img_121_x1.00_z60.00_angle180.00_robot_height350.00.png,1,60,180,350
img_122_x5.00_z60.00_angle180.00_robot_height350.00.png,5,60,180,350
img_123_x10.00_z60.00_angle180.00_robot_height350.00.png,10,60,180,350
img_124_x15.00_z60.00_angle180.00_robot_height350.00.png,15,60,180,350
img_125_x20.00_z60.00_angle180.00_robot_height350.00.png,20,60,180,350
img_126_x25.00_z60.00_angle180.00_robot_height350.00.png,25,60,180,350
img_127_x30.00_z60.00_angle180.00_robot_height350.00.png,30,60,180,350
img_128_x35.00_z60.00_angle180.00_robot_height350.00.png,35,60,180,350
img_129_x40.00_z60.00_angle180.00_robot_height350.00.png,40,60,180,350
img_130_x45.00_z60.00_angle180.00_robot_height350.00.png,45,60,180,350
img_131_x1.00_z60.00_angle225.00_robot_height350.00.png,1,60,225,350
img_132_x5.00_z60.00_angle225.00_robot_height350.00.png,5,60,225,350
img_133_x10.00_z60.00_angle225.00_robot_height350.00.png,10,60,225,350
img_134_x15.00_z60.00_angle225.00_robot_height350.00.png,15,60,225,350
img_135_x20.00_z60.00_angle225.00_robot_height350.00.png,20,60,225,350
img_136_x25.00_z60.00_angle225.00_robot_height350.00.png,25,60,225,350
img_137_x30.00_z60.00_angle225.00_robot_height350.00.png,30,60,225,350
img_138_x35.00_z60.00_angle225.00_robot_height350.00.png,35,60,225,350
img_139_x40.00_z60.00_angle225.00_robot_height350.00.png,40,60,225,350
img_140_x45.00_z60.00_angle225.00_robot_height350.00.png,45,60,225,350
img_141_x1.00_z60.00_angle270.00_robot_height350.00.png,1,60,270,350
img_142_x5.00_z60.00_angle270.00_robot_height350.00.png,5,60,270,350
img_143_x10.00_z60.00_angle270.00_robot_height350.00.png,10,60,270,350
img_144_x15.00_z60.00_angle270.00_robot_height350.00.png,15,60,270,350
img_145_x20.00_z60.00_angle270.00_robot_height350.00.png,20,60,270,350
img_146_x25.00_z60.00_angle270.00_robot_height350.00.png,25,60,270,350
img_147_x30.00_z60.00_angle270.00_robot_height350.00.png,30,60,270,350
img_148_x35.00_z60.00_angle270.00_robot_height350.00.png,35,60,270,350
img_149_x40.00_z60.00_angle270.00_robot_height350.00.png,40,60,270,350
img_150_x45.00_z60.00_angle270.00_robot_height350.00.png,45,60,270,350
img_151_x1.00_z60.00_angle315.00_robot_height350.00.png,1,60,315,350
img_152_x5.00_z60.00_angle315.00_robot_height350.00.png,5,60,315,350
img_153_x10.00_z60.00_angle315.00_robot_height350.00.png,10,60,315,350
img_155_x20.00_z60.00_angle315.00_robot_height350.00.png,20,60,315,350
img_156_x25.00_z60.00_angle315.00_robot_height350.00.png,25,60,315,350
img_157_x30.00_z60.00_angle315.00_robot_height350.00.png,30,60,315,350
img_158_x35.00_z60.00_angle315.00_robot_height350.00.png,35,60,315,350
img_159_x40.00_z60.00_angle315.00_robot_height350.00.png,40,60,315,350
img_160_x45.00_z60.00_angle315.00_robot_height350.00.png,45,60,315,350
img_161_x1.00_z95.00_angle0.00_robot_height350.00.png,1,95,0,350
img_162_x5.00_z95.00_angle0.00_robot_height350.00.png,5,95,0,350
img_163_x10.00_z95.00_angle0.00_robot_height350.00.png,10,95,0,350
img_164_x15.00_z95.00_angle0.00_robot_height350.00.png,15,95,0,350
img_165_x20.00_z95.00_angle0.00_robot_height350.00.png,20,95,0,350
img_166_x25.00_z95.00_angle0.00_robot_height350.00.png,25,95,0,350
img_168_x35.00_z95.00_angle0.00_robot_height350.00.png,35,95,0,350
img_169_x40.00_z95.00_angle0.00_robot_height350.00.png,40,95,0,350
img_170_x45.00_z95.00_angle0.00_robot_height350.00.png,45,95,0,350
img_171_x1.00_z95.00_angle45.00_robot_height350.00.png,1,95,45,350
img_172_x5.00_z95.00_angle45.00_robot_height350.00.png,5,95,45,350
img_173_x10.00_z95.00_angle45.00_robot_height350.00.png,10,95,45,350
img_174_x15.00_z95.00_angle45.00_robot_height350.00.png,15,95,45,350
img_175_x20.00_z95.00_angle45.00_robot_height350.00.png,20,95,45,350
img_176_x25.00_z95.00_angle45.00_robot_height350.00.png,25,95,45,350
img_177_x30.00_z95.00_angle45.00_robot_height350.00.png,30,95,45,350
img_178_x35.00_z95.00_angle45.00_robot_height350.00.png,35,95,45,350
img_179_x40.00_z95.00_angle45.00_robot_height350.00.png,40,95,45,350
img_180_x45.00_z95.00_angle45.00_robot_height350.00.png,45,95,45,350
img_181_x1.00_z95.00_angle90.00_robot_height350.00.png,1,95,90,350
img_182_x5.00_z95.00_angle90.00_robot_height350.00.png,5,95,90,350
img_183_x10.00_z95.00_angle90.00_robot_height350.00.png,10,95,90,350
img_184_x15.00_z95.00_angle90.00_robot_height350.00.png,15,95,90,350
img_185_x20.00_z95.00_angle90.00_robot_height350.00.png,20,95,90,350
img_187_x30.00_z95.00_angle90.00_robot_height350.00.png,30,95,90,350
img_188_x35.00_z95.00_angle90.00_robot_height350.00.png,35,95,90,350
img_189_x40.00_z95.00_angle90.00_robot_height350.00.png,40,95,90,350
img_190_x45.00_z95.00_angle90.00_robot_height350.00.png,45,95,90,350
img_191_x1.00_z95.00_angle135.00_robot_height350.00.png,1,95,135,350
img_192_x5.00_z95.00_angle135.00_robot_height350.00.png,5,95,135,350
img_193_x10.00_z95.00_angle135.00_robot_height350.00.png,10,95,135,350
img_194_x15.00_z95.00_angle135.00_robot_height350.00.png,15,95,135,350
img_195_x20.00_z95.00_angle135.00_robot_height350.00.png,20,95,135,350
img_196_x25.00_z95.00_angle135.00_robot_height350.00.png,25,95,135,350
img_197_x30.00_z95.00_angle135.00_robot_height350.00.png,30,95,135,350
img_198_x35.00_z95.00_angle135.00_robot_height350.00.png,35,95,135,350
img_199_x40.00_z95.00_angle135.00_robot_height350.00.png,40,95,135,350
img_200_x45.00_z95.00_angle135.00_robot_height350.00.png,45,95,135,350
img_201_x1.00_z95.00_angle180.00_robot_height350.00.png,1,95,180,350
img_202_x5.00_z95.00_angle180.00_robot_height350.00.png,5,95,180,350
img_203_x10.00_z95.00_angle180.00_robot_height350.00.png,10,95,180,350
img_206_x25.00_z95.00_angle180.00_robot_height350.00.png,25,95,180,350
img_207_x30.00_z95.00_angle180.00_robot_height350.00.png,30,95,180,350
img_208_x35.00_z95.00_angle180.00_robot_height350.00.png,35,95,180,350
img_209_x40.00_z95.00_angle180.00_robot_height350.00.png,40,95,180,350
img_210_x45.00_z95.00_angle180.00_robot_height350.00.png,45,95,180,350
img_211_x1.00_z95.00_angle225.00_robot_height350.00.png,1,95,225,350
img_212_x5.00_z95.00_angle225.00_robot_height350.00.png,5,95,225,350
img_213_x10.00_z95.00_angle225.00_robot_height350.00.png,10,95,225,350
img_214_x15.00_z95.00_angle225.00_robot_height350.00.png,15,95,225,350
img_215_x20.00_z95.00_angle225.00_robot_height350.00.png,20,95,225,350
img_216_x25.00_z95.00_angle225.00_robot_height350.00.png,25,95,225,350
img_217_x30.00_z95.00_angle225.00_robot_height350.00.png,30,95,225,350
img_218_x35.00_z95.00_angle225.00_robot_height350.00.png,35,95,225,350
img_219_x40.00_z95.00_angle225.00_robot_height350.00.png,40,95,225,350
img_220_x45.00_z95.00_angle225.00_robot_height350.00.png,45,95,225,350
img_221_x1.00_z95.00_angle270.00_robot_height350.00.png,1,95,270,350
img_222_x5.00_z95.00_angle270.00_robot_height350.00.png,5,95,270,350
img_223_x10.00_z95.00_angle270.00_robot_height350.00.png,10,95,270,350
img_224_x15.00_z95.00_angle270.00_robot_height350.00.png,15,95,270,350
img_225_x20.00_z95.00_angle270.00_robot_height350.00.png,20,95,270,350
img_226_x25.00_z95.00_angle270.00_robot_height350.00.png,25,95,270,350
img_227_x30.00_z95.00_angle270.00_robot_height350.00.png,30,95,270,350
img_228_x35.00_z95.00_angle270.00_robot_height350.00.png,35,95,270,350
img_229_x40.00_z95.00_angle270.00_robot_height350.00.png,40,95,270,350
img_230_x45.00_z95.00_angle270.00_robot_height350.00.png,45,95,270,350
img_231_x1.00_z95.00_angle315.00_robot_height350.00.png,1,95,315,350
img_232_x5.00_z95.00_angle315.00_robot_height350.00.png,5,95,315,350
img_233_x10.00_z95.00_angle315.00_robot_height350.00.png,10,95,315,350
img_234_x15.00_z95.00_angle315.00_robot_height350.00.png,15,95,315,350
img_235_x20.00_z95.00_angle315.00_robot_height350.00.png,20,95,315,350
img_236_x25.00_z95.00_angle315.00_robot_height350.00.png,25,95,315,350
img_237_x30.00_z95.00_angle315.00_robot_height350.00.png,30,95,315,350
img_238_x35.00_z95.00_angle315.00_robot_height350.00.png,35,95,315,350
img_239_x40.00_z95.00_angle315.00_robot_height350.00.png,40,95,315,350
img_240_x45.00_z95.00_angle315.00_robot_height350.00.png,45,95,315,350
img_242_x5.00_z125.00_angle0.00_robot_height350.00.png,5,125,0,350
img_243_x10.00_z125.00_angle0.00_robot_height350.00.png,10,125,0,350
img_244_x15.00_z125.00_angle0.00_robot_height350.00.png,15,125,0,350
img_245_x20.00_z125.00_angle0.00_robot_height350.00.png,20,125,0,350
img_246_x25.00_z125.00_angle0.00_robot_height350.00.png,25,125,0,350
img_247_x30.00_z125.00_angle0.00_robot_height350.00.png,30,125,0,350
img_248_x35.00_z125.00_angle0.00_robot_height350.00.png,35,125,0,350
img_249_x40.00_z125.00_angle0.00_robot_height350.00.png,40,125,0,350
img_250_x45.00_z125.00_angle0.00_robot_height350.00.png,45,125,0,350
img_251_x1.00_z125.00_angle45.00_robot_height350.00.png,1,125,45,350
img_252_x5.00_z125.00_angle45.00_robot_height350.00.png,5,125,45,350
img_253_x10.00_z125.00_angle45.00_robot_height350.00.png,10,125,45,350
img_254_x15.00_z125.00_angle45.00_robot_height350.00.png,15,125,45,350
img_255_x20.00_z125.00_angle45.00_robot_height350.00.png,20,125,45,350
img_256_x25.00_z125.00_angle45.00_robot_height350.00.png,25,125,45,350
img_257_x30.00_z125.00_angle45.00_robot_height350.00.png,30,125,45,350
img_258_x35.00_z125.00_angle45.00_robot_height350.00.png,35,125,45,350
img_259_x40.00_z125.00_angle45.00_robot_height350.00.png,40,125,45,350
img_260_x45.00_z125.00_angle45.00_robot_height350.00.png,45,125,45,350
img_261_x1.00_z125.00_angle90.00_robot_height350.00.png,1,125,90,350
img_262_x5.00_z125.00_angle90.00_robot_height350.00.png,5,125,90,350
img_263_x10.00_z125.00_angle90.00_robot_height350.00.png,10,125,90,350
img_264_x15.00_z125.00_angle90.00_robot_height350.00.png,15,125,90,350
img_265_x20.00_z125.00_angle90.00_robot_height350.00.png,20,125,90,350
img_266_x25.00_z125.00_angle90.00_robot_height350.00.png,25,125,90,350
img_267_x30.00_z125.00_angle90.00_robot_height350.00.png,30,125,90,350
img_268_x35.00_z125.00_angle90.00_robot_height350.00.png,35,125,90,350
img_269_x40.00_z125.00_angle90.00_robot_height350.00.png,40,125,90,350
img_270_x45.00_z125.00_angle90.00_robot_height350.00.png,45,125,90,350
img_271_x1.00_z125.00_angle135.00_robot_height350.00.png,1,125,135,350
img_272_x5.00_z125.00_angle135.00_robot_height350.00.png,5,125,135,350
img_273_x10.00_z125.00_angle135.00_robot_height350.00.png,10,125,135,350
img_274_x15.00_z125.00_angle135.00_robot_height350.00.png,15,125,135,350
img_275_x20.00_z125.00_angle135.00_robot_height350.00.png,20,125,135,350
img_276_x25.00_z125.00_angle135.00_robot_height350.00.png,25,125,135,350
img_277_x30.00_z125.00_angle135.00_robot_height350.00.png,30,125,135,350
img_278_x35.00_z125.00_angle135.00_robot_height350.00.png,35,125,135,350
img_279_x40.00_z125.00_angle135.00_robot_height350.00.png,40,125,135,350
img_280_x45.00_z125.00_angle135.00_robot_height350.00.png,45,125,135,350
img_281_x1.00_z125.00_angle180.00_robot_height350.00.png,1,125,180,350
img_282_x5.00_z125.00_angle180.00_robot_height350.00.png,5,125,180,350
img_283_x10.00_z125.00_angle180.00_robot_height350.00.png,10,125,180,350
img_284_x15.00_z125.00_angle180.00_robot_height350.00.png,15,125,180,350
img_285_x20.00_z125.00_angle180.00_robot_height350.00.png,20,125,180,350
img_286_x25.00_z125.00_angle180.00_robot_height350.00.png,25,125,180,350
img_287_x30.00_z125.00_angle180.00_robot_height350.00.png,30,125,180,350
img_288_x35.00_z125.00_angle180.00_robot_height350.00.png,35,125,180,350
img_289_x40.00_z125.00_angle180.00_robot_height350.00.png,40,125,180,350
img_290_x45.00_z125.00_angle180.00_robot_height350.00.png,45,125,180,350
img_291_x1.00_z125.00_angle225.00_robot_height350.00.png,1,125,225,350
img_292_x5.00_z125.00_angle225.00_robot_height350.00.png,5,125,225,350
img_293_x10.00_z125.00_angle225.00_robot_height350.00.png,10,125,225,350
img_294_x15.00_z125.00_angle225.00_robot_height350.00.png,15,125,225,350
img_295_x20.00_z125.00_angle225.00_robot_height350.00.png,20,125,225,350
img_296_x25.00_z125.00_angle225.00_robot_height350.00.png,25,125,225,350
img_297_x30.00_z125.00_angle225.00_robot_height350.00.png,30,125,225,350
img_298_x35.00_z125.00_angle225.00_robot_height350.00.png,35,125,225,350
img_299_x40.00_z125.00_angle225.00_robot_height350.00.png,40,125,225,350
img_300_x45.00_z125.00_angle225.00_robot_height350.00.png,45,125,225,350
img_301_x1.00_z125.00_angle270.00_robot_height350.00.png,1,125,270,350
img_302_x5.00_z125.00_angle270.00_robot_height350.00.png,5,125,270,350
img_303_x10.00_z125.00_angle270.00_robot_height350.00.png,10,125,270,350
img_304_x15.00_z125.00_angle270.00_robot_height350.00.png,15,125,270,350
img_305_x20.00_z125.00_angle270.00_robot_height350.00.png,20,125,270,350
img_306_x25.00_z125.00_angle270.00_robot_height350.00.png,25,125,270,350
img_307_x30.00_z125.00_angle270.00_robot_height350.00.png,30,125,270,350
img_308_x35.00_z125.00_angle270.00_robot_height350.00.png,35,125,270,350
img_309_x40.00_z125.00_angle270.00_robot_height350.00.png,40,125,270,350
img_310_x45.00_z125.00_angle270.00_robot_height350.00.png,45,125,270,350
img_311_x1.00_z125.00_angle315.00_robot_height350.00.png,1,125,315,350
img_312_x5.00_z125.00_angle315.00_robot_height350.00.png,5,125,315,350
img_313_x10.00_z125.00_angle315.00_robot_height350.00.png,10,125,315,350
img_314_x15.00_z125.00_angle315.00_robot_height350.00.png,15,125,315,350
img_315_x20.00_z125.00_angle315.00_robot_height350.00.png,20,125,315,350
img_316_x25.00_z125.00_angle315.00_robot_height350.00.png,25,125,315,350
img_317_x30.00_z125.00_angle315.00_robot_height350.00.png,30,125,315,350
img_318_x35.00_z125.00_angle315.00_robot_height350.00.png,35,125,315,350
img_319_x40.00_z125.00_angle315.00_robot_height350.00.png,40,125,315,350
img_320_x45.00_z125.00_angle315.00_robot_height350.00.png,45,125,315,350
img_321_x1.00_z150.00_angle0.00_robot_height350.00.png,1,150,0,350
img_322_x5.00_z150.00_angle0.00_robot_height350.00.png,5,150,0,350
img_323_x10.00_z150.00_angle0.00_robot_height350.00.png,10,150,0,350
img_324_x15.00_z150.00_angle0.00_robot_height350.00.png,15,150,0,350
img_325_x20.00_z150.00_angle0.00_robot_height350.00.png,20,150,0,350
img_326_x25.00_z150.00_angle0.00_robot_height350.00.png,25,150,0,350
img_327_x30.00_z150.00_angle0.00_robot_height350.00.png,30,150,0,350
img_328_x35.00_z150.00_angle0.00_robot_height350.00.png,35,150,0,350
img_329_x40.00_z150.00_angle0.00_robot_height350.00.png,40,150,0,350
img_330_x45.00_z150.00_angle0.00_robot_height350.00.png,45,150,0,350
img_331_x1.00_z150.00_angle45.00_robot_height350.00.png,1,150,45,350
img_332_x5.00_z150.00_angle45.00_robot_height350.00.png,5,150,45,350
img_333_x10.00_z150.00_angle45.00_robot_height350.00.png,10,150,45,350
img_334_x15.00_z150.00_angle45.00_robot_height350.00.png,15,150,45,350
img_335_x20.00_z150.00_angle45.00_robot_height350.00.png,20,150,45,350
img_336_x25.00_z150.00_angle45.00_robot_height350.00.png,25,150,45,350
img_337_x30.00_z150.00_angle45.00_robot_height350.00.png,30,150,45,350
img_338_x35.00_z150.00_angle45.00_robot_height350.00.png,35,150,45,350
img_339_x40.00_z150.00_angle45.00_robot_height350.00.png,40,150,45,350
img_340_x45.00_z150.00_angle45.00_robot_height350.00.png,45,150,45,350
img_341_x1.00_z150.00_angle90.00_robot_height350.00.png,1,150,90,350
img_342_x5.00_z150.00_angle90.00_robot_height350.00.png,5,150,90,350
img_343_x10.00_z150.00_angle90.00_robot_height350.00.png,10,150,90,350
img_344_x15.00_z150.00_angle90.00_robot_height350.00.png,15,150,90,350
img_345_x20.00_z150.00_angle90.00_robot_height350.00.png,20,150,90,350
img_346_x25.00_z150.00_angle90.00_robot_height350.00.png,25,150,90,350
img_347_x30.00_z150.00_angle90.00_robot_height350.00.png,30,150,90,350
img_348_x35.00_z150.00_angle90.00_robot_height350.00.png,35,150,90,350
img_349_x40.00_z150.00_angle90.00_robot_height350.00.png,40,150,90,350
img_350_x45.00_z150.00_angle90.00_robot_height350.00.png,45,150,90,350
img_351_x1.00_z150.00_angle135.00_robot_height350.00.png,1,150,135,350
img_353_x10.00_z150.00_angle135.00_robot_height350.00.png,10,150,135,350
img_354_x15.00_z150.00_angle135.00_robot_height350.00.png,15,150,135,350
img_355_x20.00_z150.00_angle135.00_robot_height350.00.png,20,150,135,350
img_356_x25.00_z150.00_angle135.00_robot_height350.00.png,25,150,135,350
img_357_x30.00_z150.00_angle135.00_robot_height350.00.png,30,150,135,350
img_358_x35.00_z150.00_angle135.00_robot_height350.00.png,35,150,135,350
img_359_x40.00_z150.00_angle135.00_robot_height350.00.png,40,150,135,350
img_360_x45.00_z150.00_angle135.00_robot_height350.00.png,45,150,135,350
img_361_x1.00_z150.00_angle180.00_robot_height350.00.png,1,150,180,350
img_362_x5.00_z150.00_angle180.00_robot_height350.00.png,5,150,180,350
img_363_x10.00_z150.00_angle180.00_robot_height350.00.png,10,150,180,350
img_364_x15.00_z150.00_angle180.00_robot_height350.00.png,15,150,180,350
img_365_x20.00_z150.00_angle180.00_robot_height350.00.png,20,150,180,350
img_366_x25.00_z150.00_angle180.00_robot_height350.00.png,25,150,180,350
img_367_x30.00_z150.00_angle180.00_robot_height350.00.png,30,150,180,350
img_368_x35.00_z150.00_angle180.00_robot_height350.00.png,35,150,180,350
img_369_x40.00_z150.00_angle180.00_robot_height350.00.png,40,150,180,350
img_370_x45.00_z150.00_angle180.00_robot_height350.00.png,45,150,180,350
img_371_x1.00_z150.00_angle225.00_robot_height350.00.png,1,150,225,350
img_372_x5.00_z150.00_angle225.00_robot_height350.00.png,5,150,225,350
img_373_x10.00_z150.00_angle225.00_robot_height350.00.png,10,150,225,350
img_374_x15.00_z150.00_angle225.00_robot_height350.00.png,15,150,225,350
img_375_x20.00_z150.00_angle225.00_robot_height350.00.png,20,150,225,350
img_376_x25.00_z150.00_angle225.00_robot_height350.00.png,25,150,225,350
