name, x_position, z_position, rotation_angle, robot_height
img_2272_x5.00_z70.00_angle315.00_robot_height325.00.png,5,70,315,325
img_1439_x20.00_z78.00_angle225.00_robot_height250.00.png,20,78,225,250
img_1270_x25.00_z30.00_angle180.00_robot_height250.00.png,25,30,180,250
img_15_x20.00_z25.00_angle45.00_robot_height350.00.png,20,25,45,350
img_2182_x5.00_z45.00_angle270.00_robot_height325.00.png,5,45,270,325
img_826_x35.00_z75.00_angle225.00_robot_height300.00.png,35,75,225,300
img_1552_x25.00_z115.00_angle135.00_robot_height250.00.png,25,115,135,250
img_528_x10.00_z215.00_angle315.00_robot_height350.00.png,10,215,315,350
img_422_x1.00_z175.00_angle135.00_robot_height350.00.png,1,175,135,350
img_1027_x20.00_z140.00_angle225.00_robot_height300.00.png,20,140,225,300
img_322_x5.00_z150.00_angle0.00_robot_height350.00.png,5,150,0,350
img_2055_x10.00_z145.00_angle135.00_robot_height275.00.png,10,145,135,275
img_1322_x35.00_z60.00_angle45.00_robot_height250.00.png,35,60,45,250
img_853_x20.00_z95.00_angle0.00_robot_height300.00.png,20,95,0,300
img_1219_x20.00_z10.00_angle315.00_robot_height250.00.png,20,10,315,250
img_2380_x45.00_z125.00_angle45.00_robot_height325.00.png,45,125,45,325
img_392_x5.00_z150.00_angle315.00_robot_height350.00.png,5,150,315,350
img_2295_x20.00_z100.00_angle45.00_robot_height325.00.png,20,100,45,325
img_1786_x45.00_z65.00_angle180.00_robot_height275.00.png,45,65,180,275
img_1900_x15.00_z105.00_angle0.00_robot_height275.00.png,15,105,0,275
img_991_x30.00_z120.00_angle315.00_robot_height300.00.png,30,120,315,300
img_1115_x1.00_z0.00_angle225.00_robot_height250.00.png,1,0,225,250
img_1148_x15.00_z10.00_angle0.00_robot_height250.00.png,15,10,0,250
img_272_x5.00_z125.00_angle135.00_robot_height350.00.png,5,125,135,350
img_1045_x5.00_z160.00_angle45.00_robot_height300.00.png,5,160,45,300
img_2250_x45.00_z70.00_angle180.00_robot_height325.00.png,45,70,180,325
img_2350_x45.00_z100.00_angle270.00_robot_height325.00.png,45,100,270,325
img_428_x30.00_z175.00_angle135.00_robot_height350.00.png,30,175,135,350
img_230_x45.00_z95.00_angle270.00_robot_height350.00.png,45,95,270,350
img_368_x35.00_z150.00_angle180.00_robot_height350.00.png,35,150,180,350
img_1299_x20.00_z30.00_angle315.00_robot_height250.00.png,20,30,315,250
img_2560_x25.00_z170.00_angle270.00_robot_height325.00.png,25,170,270,325
img_10_x45.00_z25.00_angle0.00_robot_height350.00.png,45,25,0,350
img_1420_x25.00_z78.00_angle135.00_robot_height250.00.png,25,78,135,250
img_325_x20.00_z150.00_angle0.00_robot_height350.00.png,20,150,0,350
img_313_x10.00_z125.00_angle315.00_robot_height350.00.png,10,125,315,350
img_440_x20.00_z175.00_angle225.00_robot_height350.00.png,20,175,225,350
img_108_x35.00_z60.00_angle90.00_robot_height350.00.png,35,60,90,350
img_1641_x20.00_z10.00_angle270.00_robot_height275.00.png,20,10,270,275
img_124_x15.00_z60.00_angle180.00_robot_height350.00.png,15,60,180,350
img_1160_x25.00_z10.00_angle45.00_robot_height250.00.png,25,10,45,250
img_2474_x30.00_z148.00_angle135.00_robot_height325.00.png,30,148,135,325
img_1821_x20.00_z85.00_angle0.00_robot_height275.00.png,20,85,0,275
img_1454_x45.00_z78.00_angle270.00_robot_height250.00.png,45,78,270,250
img_1951_x20.00_z105.00_angle225.00_robot_height275.00.png,20,105,225,275
img_1465_x1.00_z95.00_angle0.00_robot_height250.00.png,1,95,0,250
img_118_x35.00_z60.00_angle135.00_robot_height350.00.png,35,60,135,350
img_2472_x20.00_z148.00_angle135.00_robot_height325.00.png,20,148,135,325
img_762_x15.00_z50.00_angle315.00_robot_height300.00.png,15,50,315,300
img_909_x1.00_z95.00_angle270.00_robot_height300.00.png,1,95,270,300
img_1716_x45.00_z40.00_angle225.00_robot_height275.00.png,45,40,225,275
img_2431_x1.00_z125.00_angle315.00_robot_height325.00.png,1,125,315,325
img_1604_x35.00_z10.00_angle90.00_robot_height275.00.png,35,10,90,275
img_2556_x5.00_z170.00_angle270.00_robot_height325.00.png,5,170,270,325
img_1555_x10.00_z115.00_angle180.00_robot_height250.00.png,10,115,180,250
img_689_x1.00_z50.00_angle0.00_robot_height300.00.png,1,50,0,300
img_2403_x10.00_z125.00_angle180.00_robot_height325.00.png,10,125,180,325
img_2574_x5.00_z188.00_angle45.00_robot_height325.00.png,5,188,45,325
img_1803_x30.00_z65.00_angle270.00_robot_height275.00.png,30,65,270,275
img_318_x35.00_z125.00_angle315.00_robot_height350.00.png,35,125,315,350
img_606_x35.00_z15.00_angle315.00_robot_height300.00.png,35,15,315,300
img_476_x5.00_z200.00_angle135.00_robot_height350.00.png,5,200,135,350
img_1480_x35.00_z95.00_angle45.00_robot_height250.00.png,35,95,45,250
img_47_x30.00_z25.00_angle180.00_robot_height350.00.png,30,25,180,350
img_1418_x15.00_z78.00_angle135.00_robot_height250.00.png,15,78,135,250
img_1056_x1.00_z160.00_angle225.00_robot_height300.00.png,1,160,225,300
img_566_x35.00_z15.00_angle135.00_robot_height300.00.png,35,15,135,300
img_90_x45.00_z60.00_angle0.00_robot_height350.00.png,45,60,0,350
img_707_x40.00_z50.00_angle45.00_robot_height300.00.png,40,50,45,300
img_1857_x1.00_z85.00_angle180.00_robot_height275.00.png,1,85,180,275
img_1541_x1.00_z115.00_angle90.00_robot_height250.00.png,1,115,90,250
img_2511_x35.00_z148.00_angle315.00_robot_height325.00.png,35,148,315,325
img_1778_x5.00_z65.00_angle180.00_robot_height275.00.png,5,65,180,275
img_1279_x20.00_z30.00_angle225.00_robot_height250.00.png,20,30,225,250
img_818_x45.00_z75.00_angle180.00_robot_height300.00.png,45,75,180,300
img_2314_x15.00_z100.00_angle135.00_robot_height325.00.png,15,100,135,325
img_309_x40.00_z125.00_angle270.00_robot_height350.00.png,40,125,270,350
img_1858_x5.00_z85.00_angle180.00_robot_height275.00.png,5,85,180,275
img_557_x40.00_z15.00_angle90.00_robot_height300.00.png,40,15,90,300
img_1935_x40.00_z105.00_angle135.00_robot_height275.00.png,40,105,135,275
img_2309_x40.00_z100.00_angle90.00_robot_height325.00.png,40,100,90,325
img_508_x1.00_z215.00_angle45.00_robot_height350.00.png,1,215,45,350
img_375_x20.00_z150.00_angle225.00_robot_height350.00.png,20,150,225,350
img_2352_x5.00_z100.00_angle315.00_robot_height325.00.png,5,100,315,325
img_2120_x45.00_z15.00_angle315.00_robot_height325.00.png,45,15,315,325
img_282_x5.00_z125.00_angle180.00_robot_height350.00.png,5,125,180,350
img_806_x35.00_z75.00_angle135.00_robot_height300.00.png,35,75,135,300
img_73_x10.00_z25.00_angle315.00_robot_height350.00.png,10,25,315,350
img_2184_x15.00_z45.00_angle270.00_robot_height325.00.png,15,45,270,325
img_2402_x5.00_z125.00_angle180.00_robot_height325.00.png,5,125,180,325
img_65_x20.00_z25.00_angle270.00_robot_height350.00.png,20,25,270,350
img_405_x20.00_z175.00_angle0.00_robot_height350.00.png,20,175,0,350
img_967_x30.00_z120.00_angle180.00_robot_height300.00.png,30,120,180,300
img_353_x10.00_z150.00_angle135.00_robot_height350.00.png,10,150,135,350
img_2565_x15.00_z170.00_angle315.00_robot_height325.00.png,15,170,315,325
img_1877_x1.00_z85.00_angle270.00_robot_height275.00.png,1,85,270,275
img_514_x1.00_z215.00_angle135.00_robot_height350.00.png,1,215,135,350
img_1837_x1.00_z85.00_angle90.00_robot_height275.00.png,1,85,90,275
img_1447_x10.00_z78.00_angle270.00_robot_height250.00.png,10,78,270,250
img_694_x25.00_z50.00_angle0.00_robot_height300.00.png,25,50,0,300
img_1131_x30.00_z0.00_angle270.00_robot_height250.00.png,30,0,270,250
img_2072_x15.00_z145.00_angle315.00_robot_height275.00.png,15,145,315,275
img_2192_x5.00_z45.00_angle315.00_robot_height325.00.png,5,45,315,325
img_2363_x10.00_z125.00_angle0.00_robot_height325.00.png,10,125,0,325
img_1212_x35.00_z10.00_angle270.00_robot_height250.00.png,35,10,270,250
img_281_x1.00_z125.00_angle180.00_robot_height350.00.png,1,125,180,350
img_1329_x20.00_z60.00_angle90.00_robot_height250.00.png,20,60,90,250
img_213_x10.00_z95.00_angle225.00_robot_height350.00.png,10,95,225,350
img_751_x10.00_z50.00_angle270.00_robot_height300.00.png,10,50,270,300
img_156_x25.00_z60.00_angle315.00_robot_height350.00.png,25,60,315,350
img_2068_x15.00_z145.00_angle270.00_robot_height275.00.png,15,145,270,275
img_571_x10.00_z15.00_angle180.00_robot_height300.00.png,10,15,180,300
img_1957_x1.00_z105.00_angle270.00_robot_height275.00.png,1,105,270,275
img_1890_x15.00_z85.00_angle315.00_robot_height275.00.png,15,85,315,275
img_387_x30.00_z150.00_angle270.00_robot_height350.00.png,30,150,270,350
img_1561_x10.00_z115.00_angle225.00_robot_height250.00.png,10,115,225,250
img_549_x1.00_z15.00_angle90.00_robot_height300.00.png,1,15,90,300
img_1320_x25.00_z60.00_angle45.00_robot_height250.00.png,25,60,45,250
img_1114_x45.00_z0.00_angle180.00_robot_height250.00.png,45,0,180,250
img_986_x5.00_z120.00_angle315.00_robot_height300.00.png,5,120,315,300
img_206_x25.00_z95.00_angle180.00_robot_height350.00.png,25,95,180,350
img_575_x30.00_z15.00_angle180.00_robot_height300.00.png,30,15,180,300
img_702_x15.00_z50.00_angle45.00_robot_height300.00.png,15,50,45,300
img_1336_x5.00_z60.00_angle135.00_robot_height250.00.png,5,60,135,250
img_605_x30.00_z15.00_angle315.00_robot_height300.00.png,30,15,315,300
img_533_x20.00_z15.00_angle0.00_robot_height300.00.png,20,15,0,300
img_317_x30.00_z125.00_angle315.00_robot_height350.00.png,30,125,315,350
img_620_x5.00_z25.00_angle45.00_robot_height300.00.png,5,25,45,300
img_2245_x20.00_z70.00_angle180.00_robot_height325.00.png,20,70,180,325
img_1493_x20.00_z95.00_angle135.00_robot_height250.00.png,20,95,135,250
img_61_x1.00_z25.00_angle270.00_robot_height350.00.png,1,25,270,350
img_598_x45.00_z15.00_angle270.00_robot_height300.00.png,45,15,270,300
img_2316_x25.00_z100.00_angle135.00_robot_height325.00.png,25,100,135,325
img_215_x20.00_z95.00_angle225.00_robot_height350.00.png,20,95,225,350
img_505_x1.00_z215.00_angle0.00_robot_height350.00.png,1,215,0,350
img_2334_x15.00_z100.00_angle225.00_robot_height325.00.png,15,100,225,325
img_803_x20.00_z75.00_angle135.00_robot_height300.00.png,20,75,135,300
img_2373_x10.00_z125.00_angle45.00_robot_height325.00.png,10,125,45,325
img_2526_x30.00_z170.00_angle45.00_robot_height325.00.png,30,170,45,325
img_810_x5.00_z75.00_angle180.00_robot_height300.00.png,5,75,180,300
img_850_x5.00_z95.00_angle0.00_robot_height300.00.png,5,95,0,300
img_166_x25.00_z95.00_angle0.00_robot_height350.00.png,25,95,0,350
img_1273_x40.00_z30.00_angle180.00_robot_height250.00.png,40,30,180,250
img_1441_x30.00_z78.00_angle225.00_robot_height250.00.png,30,78,225,250
img_540_x5.00_z15.00_angle45.00_robot_height300.00.png,5,15,45,300
img_1343_x40.00_z60.00_angle135.00_robot_height250.00.png,40,60,135,250
img_912_x15.00_z95.00_angle270.00_robot_height300.00.png,15,95,270,300
img_1537_x10.00_z115.00_angle45.00_robot_height250.00.png,10,115,45,250
img_265_x20.00_z125.00_angle90.00_robot_height350.00.png,20,125,90,350
img_520_x1.00_z215.00_angle225.00_robot_height350.00.png,1,215,225,350
img_396_x25.00_z150.00_angle315.00_robot_height350.00.png,25,150,315,350
img_2210_x45.00_z70.00_angle0.00_robot_height325.00.png,45,70,0,325
img_974_x25.00_z120.00_angle225.00_robot_height300.00.png,25,120,225,300
img_2535_x5.00_z170.00_angle135.00_robot_height325.00.png,5,170,135,325
img_2255_x20.00_z70.00_angle225.00_robot_height325.00.png,20,70,225,325
img_1128_x15.00_z0.00_angle270.00_robot_height250.00.png,15,0,270,250
img_1289_x20.00_z30.00_angle270.00_robot_height250.00.png,20,30,270,250
img_2042_x5.00_z15.00_angle0.00_robot_height325.00.png,5,15,0,325
img_1840_x15.00_z85.00_angle90.00_robot_height275.00.png,15,85,90,275
img_22_x5.00_z25.00_angle90.00_robot_height350.00.png,5,25,90,350
img_1549_x10.00_z115.00_angle135.00_robot_height250.00.png,10,115,135,250
img_452_x10.00_z175.00_angle315.00_robot_height350.00.png,10,175,315,350
img_2043_x10.00_z145.00_angle0.00_robot_height275.00.png,10,145,0,275
img_391_x1.00_z150.00_angle315.00_robot_height350.00.png,1,150,315,350
img_1487_x30.00_z95.00_angle90.00_robot_height250.00.png,30,95,90,250
img_1391_x30.00_z78.00_angle0.00_robot_height250.00.png,30,78,0,250
img_552_x15.00_z15.00_angle90.00_robot_height300.00.png,15,15,90,300
img_1726_x45.00_z40.00_angle270.00_robot_height275.00.png,45,40,270,275
img_1824_x35.00_z85.00_angle0.00_robot_height275.00.png,35,85,0,275
img_86_x25.00_z60.00_angle0.00_robot_height350.00.png,25,60,0,350
img_995_x10.00_z140.00_angle0.00_robot_height300.00.png,10,140,0,300
img_1047_x1.00_z160.00_angle90.00_robot_height300.00.png,1,160,90,300
img_2212_x5.00_z70.00_angle45.00_robot_height325.00.png,5,70,45,325
img_1443_x40.00_z78.00_angle225.00_robot_height250.00.png,40,78,225,250
img_904_x25.00_z95.00_angle225.00_robot_height300.00.png,25,95,225,300
img_1349_x20.00_z60.00_angle180.00_robot_height250.00.png,20,60,180,250
img_2164_x15.00_z45.00_angle180.00_robot_height325.00.png,15,45,180,325
img_1922_x25.00_z105.00_angle90.00_robot_height275.00.png,25,105,90,275
img_907_x40.00_z95.00_angle225.00_robot_height300.00.png,40,95,225,300
img_279_x40.00_z125.00_angle135.00_robot_height350.00.png,40,125,135,350
img_1221_x30.00_z10.00_angle315.00_robot_height250.00.png,30,10,315,250
img_1677_x1.00_z40.00_angle90.00_robot_height275.00.png,1,40,90,275
img_2147_x30.00_z45.00_angle90.00_robot_height325.00.png,30,45,90,325
img_2357_x30.00_z100.00_angle315.00_robot_height325.00.png,30,100,315,325
img_998_x25.00_z140.00_angle0.00_robot_height300.00.png,25,140,0,300
img_1761_x20.00_z65.00_angle90.00_robot_height275.00.png,20,65,90,275
img_1531_x10.00_z115.00_angle0.00_robot_height250.00.png,10,115,0,250
img_1760_x15.00_z65.00_angle90.00_robot_height275.00.png,15,65,90,275
img_442_x30.00_z175.00_angle225.00_robot_height350.00.png,30,175,225,350
img_1296_x5.00_z30.00_angle315.00_robot_height250.00.png,5,30,315,250
img_2285_x20.00_z100.00_angle0.00_robot_height325.00.png,20,100,0,325
img_2121_x1.00_z45.00_angle0.00_robot_height325.00.png,1,45,0,325
img_2296_x25.00_z100.00_angle45.00_robot_height325.00.png,25,100,45,325
img_471_x10.00_z200.00_angle90.00_robot_height350.00.png,10,200,90,350
img_1448_x15.00_z78.00_angle270.00_robot_height250.00.png,15,78,270,250
img_948_x15.00_z120.00_angle90.00_robot_height300.00.png,15,120,90,300
img_80_x45.00_z25.00_angle315.00_robot_height350.00.png,45,25,315,350
img_2528_x5.00_z170.00_angle90.00_robot_height325.00.png,5,170,90,325
img_1399_x20.00_z78.00_angle45.00_robot_height250.00.png,20,78,45,250
img_34_x15.00_z25.00_angle135.00_robot_height350.00.png,15,25,135,350
img_927_x40.00_z95.00_angle315.00_robot_height300.00.png,40,95,315,300
img_1340_x25.00_z60.00_angle135.00_robot_height250.00.png,25,60,135,250
img_1094_x45.00_z0.00_angle90.00_robot_height250.00.png,45,0,90,250
img_2337_x30.00_z100.00_angle225.00_robot_height325.00.png,30,100,225,325
img_390_x45.00_z150.00_angle270.00_robot_height350.00.png,45,150,270,350
img_1597_x1.00_z10.00_angle90.00_robot_height275.00.png,1,10,90,275
img_234_x15.00_z95.00_angle315.00_robot_height350.00.png,15,95,315,350
img_1504_x35.00_z95.00_angle180.00_robot_height250.00.png,35,95,180,250
img_1315_x1.00_z60.00_angle45.00_robot_height250.00.png,1,60,45,250
img_732_x15.00_z50.00_angle180.00_robot_height300.00.png,15,50,180,300
img_1466_x5.00_z95.00_angle0.00_robot_height250.00.png,5,95,0,250
img_703_x20.00_z50.00_angle45.00_robot_height300.00.png,20,50,45,300
img_2222_x5.00_z70.00_angle90.00_robot_height325.00.png,5,70,90,325
img_314_x15.00_z125.00_angle315.00_robot_height350.00.png,15,125,315,350
img_217_x30.00_z95.00_angle225.00_robot_height350.00.png,30,95,225,350
img_1835_x40.00_z85.00_angle45.00_robot_height275.00.png,40,85,45,275
img_2578_x5.00_z188.00_angle90.00_robot_height325.00.png,5,188,90,325
img_2558_x15.00_z170.00_angle270.00_robot_height325.00.png,15,170,270,325
img_906_x35.00_z95.00_angle225.00_robot_height300.00.png,35,95,225,300
img_1254_x45.00_z30.00_angle90.00_robot_height250.00.png,45,30,90,250
img_2596_x15.00_z188.00_angle270.00_robot_height325.00.png,15,188,270,325
img_1277_x10.00_z30.00_angle225.00_robot_height250.00.png,10,30,225,250
img_197_x30.00_z95.00_angle135.00_robot_height350.00.png,30,95,135,350
img_1334_x45.00_z60.00_angle90.00_robot_height250.00.png,45,60,90,250
img_497_x20.00_z200.00_angle270.00_robot_height350.00.png,20,200,270,350
img_936_x35.00_z120.00_angle0.00_robot_height300.00.png,35,120,0,300
img_286_x25.00_z125.00_angle180.00_robot_height350.00.png,25,125,180,350
img_1010_x25.00_z140.00_angle90.00_robot_height300.00.png,25,140,90,300
img_1122_x35.00_z0.00_angle225.00_robot_height250.00.png,35,0,225,250
img_1262_x35.00_z30.00_angle135.00_robot_height250.00.png,35,30,135,250
img_585_x30.00_z15.00_angle225.00_robot_height300.00.png,30,15,225,300
img_1015_x20.00_z140.00_angle135.00_robot_height300.00.png,20,140,135,300
img_600_x5.00_z15.00_angle315.00_robot_height300.00.png,5,15,315,300
img_2130_x45.00_z45.00_angle0.00_robot_height325.00.png,45,45,0,325
img_2594_x5.00_z188.00_angle270.00_robot_height325.00.png,5,188,270,325
img_1556_x15.00_z115.00_angle180.00_robot_height250.00.png,15,115,180,250
img_691_x10.00_z50.00_angle0.00_robot_height300.00.png,10,50,0,300
img_1297_x10.00_z30.00_angle315.00_robot_height250.00.png,10,30,315,250
img_876_x35.00_z95.00_angle90.00_robot_height300.00.png,35,95,90,300
img_460_x15.00_z200.00_angle0.00_robot_height350.00.png,15,200,0,350
img_1521_x1.00_z95.00_angle315.00_robot_height250.00.png,1,95,315,250
img_2557_x10.00_z170.00_angle270.00_robot_height325.00.png,10,170,270,325
img_1892_x25.00_z85.00_angle315.00_robot_height275.00.png,25,85,315,275
img_2318_x35.00_z100.00_angle135.00_robot_height325.00.png,35,100,135,325
img_303_x10.00_z125.00_angle270.00_robot_height350.00.png,10,125,270,350
img_603_x20.00_z15.00_angle315.00_robot_height300.00.png,20,15,315,300
img_1098_x15.00_z0.00_angle135.00_robot_height250.00.png,15,0,135,250
img_1397_x10.00_z78.00_angle45.00_robot_height250.00.png,10,78,45,250
img_1769_x10.00_z65.00_angle135.00_robot_height275.00.png,10,65,135,275
img_2074_x15.00_z15.00_angle135.00_robot_height325.00.png,15,15,135,325
img_438_x10.00_z175.00_angle225.00_robot_height350.00.png,10,175,225,350
img_548_x45.00_z15.00_angle45.00_robot_height300.00.png,45,15,45,300
img_1077_x10.00_z0.00_angle45.00_robot_height250.00.png,10,0,45,250
img_1428_x15.00_z78.00_angle180.00_robot_height250.00.png,15,78,180,250
img_2170_x45.00_z45.00_angle180.00_robot_height325.00.png,45,45,180,325
img_1381_x30.00_z60.00_angle315.00_robot_height250.00.png,30,60,315,250
img_2284_x15.00_z100.00_angle0.00_robot_height325.00.png,15,100,0,325
img_1406_x5.00_z78.00_angle90.00_robot_height250.00.png,5,78,90,250
img_1536_x5.00_z115.00_angle45.00_robot_height250.00.png,5,115,45,250
img_1644_x35.00_z10.00_angle270.00_robot_height275.00.png,35,10,270,275
img_2376_x25.00_z125.00_angle45.00_robot_height325.00.png,25,125,45,325
img_1763_x30.00_z65.00_angle90.00_robot_height275.00.png,30,65,90,275
img_570_x5.00_z15.00_angle180.00_robot_height300.00.png,5,15,180,300
img_1570_x25.00_z115.00_angle270.00_robot_height250.00.png,25,115,270,250
img_1142_x35.00_z0.00_angle315.00_robot_height250.00.png,35,0,315,250
img_2322_x5.00_z100.00_angle180.00_robot_height325.00.png,5,100,180,325
img_584_x25.00_z15.00_angle225.00_robot_height300.00.png,25,15,225,300
img_362_x5.00_z150.00_angle180.00_robot_height350.00.png,5,150,180,350
img_94_x15.00_z60.00_angle45.00_robot_height350.00.png,15,60,45,350
img_2196_x25.00_z45.00_angle315.00_robot_height325.00.png,25,45,315,325
img_1615_x40.00_z10.00_angle135.00_robot_height275.00.png,40,10,135,275
img_1130_x25.00_z0.00_angle270.00_robot_height250.00.png,25,0,270,250
img_2215_x20.00_z70.00_angle45.00_robot_height325.00.png,20,70,45,325
img_2047_x30.00_z15.00_angle0.00_robot_height325.00.png,30,15,0,325
img_2595_x10.00_z188.00_angle270.00_robot_height325.00.png,10,188,270,325
img_358_x35.00_z150.00_angle135.00_robot_height350.00.png,35,150,135,350
img_1199_x20.00_z10.00_angle225.00_robot_height250.00.png,20,10,225,250
img_2034_x5.00_z125.00_angle315.00_robot_height275.00.png,5,125,315,275
img_1748_x5.00_z65.00_angle45.00_robot_height275.00.png,5,65,45,275
img_2198_x35.00_z45.00_angle315.00_robot_height325.00.png,35,45,315,325
img_1862_x25.00_z85.00_angle180.00_robot_height275.00.png,25,85,180,275
img_2467_x40.00_z148.00_angle90.00_robot_height325.00.png,40,148,90,325
img_2453_x15.00_z148.00_angle45.00_robot_height325.00.png,15,148,45,325
img_2157_x30.00_z45.00_angle135.00_robot_height325.00.png,30,45,135,325
img_466_x15.00_z200.00_angle45.00_robot_height350.00.png,15,200,45,350
img_934_x25.00_z120.00_angle0.00_robot_height300.00.png,25,120,0,300
img_1548_x5.00_z115.00_angle135.00_robot_height250.00.png,5,115,135,250
img_39_x40.00_z25.00_angle135.00_robot_height350.00.png,40,25,135,350
img_996_x15.00_z140.00_angle0.00_robot_height300.00.png,15,140,0,300
img_1913_x30.00_z105.00_angle45.00_robot_height275.00.png,30,105,45,275
img_1506_x5.00_z95.00_angle225.00_robot_height250.00.png,5,95,225,250
img_41_x1.00_z25.00_angle180.00_robot_height350.00.png,1,25,180,350
img_1365_x1.00_z60.00_angle270.00_robot_height250.00.png,1,60,270,250
img_174_x15.00_z95.00_angle45.00_robot_height350.00.png,15,95,45,350
img_1947_x1.00_z105.00_angle225.00_robot_height275.00.png,1,105,225,275
img_1191_x30.00_z10.00_angle180.00_robot_height250.00.png,30,10,180,250
img_1452_x35.00_z78.00_angle270.00_robot_height250.00.png,35,78,270,250
img_650_x5.00_z25.00_angle180.00_robot_height300.00.png,5,25,180,300
img_1685_x40.00_z40.00_angle90.00_robot_height275.00.png,40,40,90,275
img_594_x25.00_z15.00_angle270.00_robot_height300.00.png,25,15,270,300
img_1690_x15.00_z40.00_angle135.00_robot_height275.00.png,15,40,135,275
img_1260_x25.00_z30.00_angle135.00_robot_height250.00.png,25,30,135,250
img_913_x20.00_z95.00_angle270.00_robot_height300.00.png,20,95,270,300
img_798_x45.00_z75.00_angle90.00_robot_height300.00.png,45,75,90,300
img_163_x10.00_z95.00_angle0.00_robot_height350.00.png,10,95,0,350
img_1187_x10.00_z10.00_angle180.00_robot_height250.00.png,10,10,180,250
img_2093_x10.00_z15.00_angle225.00_robot_height325.00.png,10,15,225,325
img_63_x10.00_z25.00_angle270.00_robot_height350.00.png,10,25,270,350
img_870_x5.00_z95.00_angle90.00_robot_height300.00.png,5,95,90,300
img_1701_x20.00_z40.00_angle180.00_robot_height275.00.png,20,40,180,275
img_2509_x25.00_z148.00_angle315.00_robot_height325.00.png,25,148,315,325
img_1066_x5.00_z0.00_angle0.00_robot_height250.00.png,5,0,0,250
img_2018_x5.00_z125.00_angle225.00_robot_height275.00.png,5,125,225,275
img_2358_x35.00_z100.00_angle315.00_robot_height325.00.png,35,100,315,325
img_2117_x30.00_z15.00_angle315.00_robot_height325.00.png,30,15,315,325
img_1093_x40.00_z0.00_angle90.00_robot_height250.00.png,40,0,90,250
img_55_x20.00_z25.00_angle225.00_robot_height350.00.png,20,25,225,350
img_2048_x35.00_z15.00_angle0.00_robot_height325.00.png,35,15,0,325
img_519_x10.00_z215.00_angle180.00_robot_height350.00.png,10,215,180,350
img_770_x5.00_z75.00_angle0.00_robot_height300.00.png,5,75,0,300
img_1518_x25.00_z95.00_angle270.00_robot_height250.00.png,25,95,270,250
img_1871_x20.00_z85.00_angle225.00_robot_height275.00.png,20,85,225,275
img_1532_x15.00_z115.00_angle0.00_robot_height250.00.png,15,115,0,250
img_1389_x20.00_z78.00_angle0.00_robot_height250.00.png,20,78,0,250
img_2598_x5.00_z188.00_angle315.00_robot_height325.00.png,5,188,315,325
img_2136_x25.00_z45.00_angle45.00_robot_height325.00.png,25,45,45,325
